,id,year_birth,education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,mnt_total_sin_vino,mntwines_sin_cero,mnt_wines_box
1096,4790,1958,Graduation,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,294,574.0,13.624283557630255
1097,10245,1986,2n Cycle,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,596,160.0,9.223787358264797
1098,1109,1982,Master,Together,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,6,6.0,2.1877070981936266
1099,6001,1979,Graduation,Married,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,323,614.0,13.89175176863807
1100,5538,1975,Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,965,897.0,15.471511541047976
1101,10552,1979,2n Cycle,Married,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,297,70.0,6.958918320353586
1102,1545,1986,Graduation,Married,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,323,120.0,8.389370712301217
1103,7409,1970,Graduation,Together,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,56,211.0,10.076709079927175
1104,4444,1972,Graduation,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,50,11.0,3.141177513258352
1105,146,1960,PhD,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,563,760.0,14.764858828845123
1106,6271,1952,PhD,Married,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,10,53.0,6.28321429426158
1107,10065,1970,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,57,7.0,2.4184891682868024
1108,4741,1974,2n Cycle,Married,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,171,391.0,12.17203943394307
1109,246,1965,Graduation,Married,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,113,199.0,9.891934925795887
1110,375,1954,Graduation,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,640,516.0,13.209205763305542
1111,1524,1983,2n Cycle,Single,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,395,709.0,14.476128654515314
1112,10022,1973,PhD,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,4,12.0,3.2885808404328944
1113,7451,1960,Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,1008,1000.0,15.94889362558298
1114,11010,1984,PhD,Single,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,25,19.0,4.114700875314277
1115,4356,1971,Graduation,Together,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,350,1224.0,16.8669181927906
1116,3885,1983,PhD,Married,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,47,16.0,3.7961258512559892
1117,1175,1983,Master,Married,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,338,88.0,7.545975285447943
1118,880,1966,Basic,Together,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,94,2.0,0.7477012808066248
1119,2320,1978,2n Cycle,Married,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,127,508.0,13.14911878855139
1120,850,1968,Graduation,Single,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,376,381.0,12.078305767937467
1121,4713,1979,PhD,Married,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,51,74.0,7.098818840552054
1122,675,1973,Master,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,186,146.0,8.952554713455388
1123,5025,1979,Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,112,23.0,4.483034013635515
1124,2308,1954,Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,220,110.0,8.14703596909216
1125,5995,1962,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,219,165.0,9.316147036595238
1126,6749,1966,Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,765,957.0,15.75451714572105
1127,1010,1977,Graduation,Together,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,37,41.0,5.694689661555481
1128,8977,1985,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,23,1.0,0.0
1129,4756,1952,2n Cycle,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,992,176.0,9.511860969309268
1130,3412,1951,Master,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,142,815.0,15.059681229900024
1131,606,1967,Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,9,6.0,2.1877070981936266
1132,5961,1978,Graduation,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,49,8.0,2.6247053095507065
1133,2975,1976,Graduation,Together,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,1239,717.0,14.522474374034699
1134,2894,1985,Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,946,1067.0,16.239085799476108
1135,7613,1974,2n Cycle,Together,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,160,166.0,9.334354944314374
1136,10542,1968,PhD,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,48,29.0,4.9508101046881015
1137,8015,1962,PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,599,714.0,14.505142470995862
1138,10617,1989,Master,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,22,8.0,2.6247053095507065
1139,11166,1961,Graduation,Married,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,86,229.0,10.338990859189764
1140,849,1953,Master,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,340,320.0,11.460530608053213
1141,523,1989,Graduation,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,51,23.0,4.483034013635515
1142,4066,1978,2n Cycle,Divorced,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,45,1.0,0.0
1143,8414,1962,PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,30,56.0,6.413742408118401
1144,819,1945,Graduation,Widow,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,595,508.0,13.14911878855139
1145,4961,1974,Master,Together,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,32,29.0,4.9508101046881015
1146,749,1981,Graduation,Together,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,99,46.0,5.954453820834097
1147,5430,1956,Graduation,Together,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,230,454.0,12.72286742081618
1148,7755,1954,PhD,Married,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,61,350.0,11.774912842454249
1149,10525,1986,Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,17,10.0,2.9828618582312485
1150,1453,1943,PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,325,735.0,14.625288238635369
1151,8310,1964,Graduation,Together,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,562,897.0,15.471511541047976
1152,10710,1979,Graduation,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,13,5.0,1.9244818756988418
1153,5031,1974,Graduation,Together,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,1056,777.0,14.857723853409716
1154,2613,1960,Master,Married,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,75,162.0,9.260999122599614
1155,213,1963,PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,13,35.0,5.347881820827726
1156,967,1976,Graduation,Married,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,173,342.0,11.693210356624862
1157,1077,1974,Graduation,Together,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,762,258.0,10.729403409638383
1158,7959,1961,Graduation,Married,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,712,658.0,14.170624921854479
1159,640,1951,Graduation,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,670,356.0,11.83523401977671
1160,4252,1965,Graduation,Married,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,88,213.0,10.106698759997773
1161,8432,1956,Graduation,Together,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,230,454.0,12.72286742081618
1162,6218,1965,Graduation,Married,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,42,457.0,12.747563268309717
1163,6905,1994,Graduation,Together,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,763,241.0,10.50499268594487
1164,5922,1974,PhD,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,8,210.0,10.061630581107373
1165,3598,1972,Graduation,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,165,441.0,12.614349828002586
1166,6116,1968,2n Cycle,Married,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,56,19.0,4.114700875314277
1167,6263,1968,Graduation,Together,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,78,28.0,4.878483258254172
1168,10486,1948,Graduation,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,514,476.0,12.901085555118376
1169,2410,1969,Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,733,364.0,11.91443438074724
1170,193,1996,Basic,Married,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,16,1e-08,-4.544805124254636
1171,3363,1974,2n Cycle,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,34,1e-08,-4.544805124254636
1172,8278,1990,PhD,Married,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,848,863.0,15.304489967840382
1173,10660,1957,Master,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,89,349.0,11.76478062203563
1174,8686,1979,Basic,Together,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,70,5.0,1.9244818756988418
1175,1604,1960,Master,Married,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,41,184.0,9.648256382073612
1176,5907,1952,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,10,8.0,2.6247053095507065
1177,10669,1981,Graduation,Married,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,193,277.0,10.96688895122465
1178,2918,1981,Graduation,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,47,44.0,5.853340131401817
1179,5735,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,1369,1156.0,16.60323585010087
1180,359,1950,Graduation,Together,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,131,373.0,12.00191976850211
1181,8387,1957,Graduation,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,101,134.0,8.703321227457364
1182,1829,1961,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,84,1148.0,16.57142084304534
1183,3839,1958,Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,82,6.0,2.1877070981936266
1184,9392,1971,Graduation,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,13,4.0,1.6161077062721738
1185,2292,1985,Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,19,5.0,1.9244818756988418
1186,10466,1965,Graduation,Married,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,36,24.0,4.567174118159448
1187,9855,1952,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,121,899.0,15.481180749930582
1188,4088,1962,PhD,Together,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,47,108.0,8.096510598427349
1189,5231,1974,2n Cycle,Married,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,24,27.0,4.8041017813813705
1190,590,1970,Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,996,816.0,15.064895301037323
1191,8732,1969,Master,Widow,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,163,1298.0,17.14112249244474
1192,2315,1960,Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,86,10.0,2.9828618582312485
1193,3515,1952,Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,73,87.0,7.51596355081571
1194,2245,1969,Master,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,82,57.0,6.456032775006331
1195,6283,1968,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,273,635.0,14.026739533392123
1196,2246,1965,2n Cycle,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,140,43.0,5.801425746914014
1197,6606,1969,Master,Married,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,197,964.0,15.786620339435279
1198,5545,1972,PhD,Married,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,416,572.0,13.610530969922632
1199,7342,1961,2n Cycle,Widow,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,731,341.0,11.682892491794211
1200,837,1977,Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,111,63.0,6.698231126426212
1201,9500,1959,Graduation,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,537,221.0,10.224493510556812
1202,3602,1958,Master,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,55,140.0,8.830032472168988
1203,234,1979,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,30,1.0,0.0
1204,2995,1957,Master,Together,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,793,291.0,11.1338300446897
1205,1118,1956,Master,Married,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,141,544.0,13.41391944437058
1206,7789,1965,PhD,Married,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,988,684.0,14.32860486981564
1207,3068,1990,Graduation,Married,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,42,1.0,0.0
1208,8955,1957,PhD,Together,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,14,35.0,5.347881820827726
1209,945,1965,Graduation,Together,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,46,87.0,7.51596355081571
1210,5644,1957,Graduation,Together,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,54,309.0,11.33945399169278
1211,7192,1955,Graduation,Together,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,373,172.0,9.441832035142419
1212,2324,1972,Graduation,Together,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,440,625.0,13.96290334357903
1213,697,1969,Graduation,Together,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,1075,972.0,15.823086657758077
1214,3439,1972,Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,139,157.0,9.16727989024167
1215,1506,1975,Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,92,48.0,6.052177081825573
1216,232,1965,Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,251,279.0,10.991136972386226
1217,8876,1963,PhD,Together,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,20,132.0,8.660095582610602
1218,4500,1991,PhD,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,679,919.0,15.57695685042412
1219,9739,1963,Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,52,62.0,6.659158551045937
1220,10395,1986,Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,100,1.0,0.0
1221,1176,1973,Graduation,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,23,2.0,0.7477012808066248
1222,1627,1957,2n Cycle,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,381,408.0,12.32715925696261
1223,938,1981,Graduation,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,36,51.0,6.192940097231403
1224,2740,1958,PhD,Widow,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,28,62.0,6.659158551045937
1225,257,1959,PhD,Married,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,263,952.0,15.731473382225634
1226,4058,1955,PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,193,618.0,13.917739851602827
1227,7736,1986,Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,50,11.0,3.141177513258352
1228,8210,1975,Master,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,87,318.0,11.438762046170812
1229,833,1955,Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,16,56.0,6.413742408118401
1230,6230,1971,Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,79,110.0,8.14703596909216
1231,7325,1986,PhD,Together,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,17,23.0,4.483034013635515
1232,1307,1978,Graduation,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,36,27.0,4.8041017813813705
1233,1502,1983,Graduation,Together,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,34,18.0,4.013194043644647
1234,6211,1976,PhD,Together,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,21,18.0,4.013194043644647
1235,843,1971,Graduation,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,502,303.0,11.271981354734924
1236,4174,1956,Master,Together,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,33,97.0,7.804705505414121
1237,9757,1972,Graduation,Together,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,634,997.0,15.935547418914764
1238,6918,1989,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,29,5.0,1.9244818756988418
1239,286,1952,Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,57,95.0,7.748889499881437
1240,11086,1984,Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,20,1.0,0.0
1241,1921,1967,PhD,Married,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,25,46.0,5.954453820834097
1242,4138,1962,Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,488,411.0,12.354005051307867
1243,7718,1947,Master,Together,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,467,244.0,10.545477548959052
1244,1291,1978,PhD,Together,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,199,152.0,9.071190359189723
1245,6862,1971,Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,7,1.0,0.0
1246,4136,1992,Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,109,10.0,2.9828618582312485
1247,803,1968,Graduation,Together,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,9,12.0,3.2885808404328944
1248,4298,1973,PhD,Together,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,5,5.0,1.9244818756988418
1249,10833,1975,Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,183,790.0,14.927669169995085
1250,9606,1965,PhD,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,654,882.0,15.398448477454496
1251,8534,1952,Graduation,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,377,615.0,13.898261206244808
1252,5153,1967,PhD,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,525,1004.0,15.96663981899797
1253,961,1972,Graduation,Married,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,727,133.0,8.681772114078282
1254,5011,1963,Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,333,595.0,13.766463871012032
1255,6653,1970,PhD,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,125,293.0,11.15716168054187
1256,9094,1955,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,274,313.0,11.383867153079624
1257,810,1975,Graduation,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,490,151.0,9.051675839568142
1258,5493,1976,Graduation,Married,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,8,15.0,3.6795049699090994
1259,2147,1969,Graduation,Together,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,1543,736.0,14.630941989126638
1260,5107,1973,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,34,15.0,3.6795049699090994
1261,3979,1983,PhD,Divorced,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,797,982.0,15.868340080092816
1262,6049,1982,Master,Together,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,662,1142.0,16.54744531140425
1263,8147,1960,Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,20,28.0,4.878483258254172
1264,1857,1952,Graduation,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,37,46.0,5.954453820834097
1265,3910,1975,Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,965,897.0,15.471511541047976
1266,5207,1963,PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,304,489.0,13.003380462705415
1267,11114,1970,Graduation,Together,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,59,25.0,4.64860867107991
1268,5429,1948,PhD,Married,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,38,145.0,8.932411976431418
1269,9400,1958,2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,753,630.0,13.994920751958592
1270,1740,1944,Graduation,Married,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,239,760.0,14.764858828845123
1271,7488,1963,Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,405,420.0,12.433631038567828
1272,195,1972,Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,121,125.0,8.50464228252578
1273,635,1966,Master,Married,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,146,464.0,12.804696382128572
1274,7527,1968,Master,Divorced,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,70,6.0,2.1877070981936266
1275,10319,1971,Graduation,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,196,1090.0,16.335408917958116
1276,2296,1975,Master,Married,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,27,3.0,1.2398505612761228
1277,10637,1964,Graduation,Married,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,75,24.0,4.567174118159448
1278,2931,1978,Graduation,Divorced,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,455,737.0,14.636589719645537
1279,907,1975,Graduation,Married,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,108,254.0,10.677668292686217
1280,3698,1983,Graduation,Together,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,1313,817.0,15.070104364396164
1281,9516,1971,2n Cycle,Divorced,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,609,620.0,13.930684464333389
1282,679,1957,PhD,Married,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,25,13.0,3.426646026793662
1283,7384,1951,Master,Together,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,372,113.0,8.221490056947465
1284,5043,1951,Basic,Married,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,427,7.0,2.4184891682868024
1285,5267,1970,Graduation,Divorced,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,28,16.0,3.7961258512559892
1286,339,1972,PhD,Married,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,34,462.0,12.788441987702482
1287,2516,1969,2n Cycle,Married,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,56,22.0,4.395974737150925
1288,9010,1972,Master,Married,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1378,968.0,15.804883036842831
1289,378,1971,Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,511,283.0,11.03922700321942
1290,4808,1956,Graduation,Married,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,16,1.0,0.0
1291,5068,1971,Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,12,14.0,3.55661921042866
1292,7628,1973,2n Cycle,Married,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,46,30.0,5.021207078408531
1293,7128,1977,PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,11,4.0,1.6161077062721738
1294,2811,1963,PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,10,52.0,6.23841752253934
1295,3551,1954,Master,Together,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,136,62.0,6.659158551045937
1296,1663,1978,PhD,Together,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,29,20.0,4.212101396812377
1297,5543,1966,Graduation,Together,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,257,545.0,13.421076380093824
1298,1577,1946,Graduation,Married,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,1178,558.0,13.51319227969216
1299,10641,1978,Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,51,6.0,2.1877070981936266
1300,5336,1971,Master,Together,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,20,39.0,5.5837896711501
1301,6024,1953,Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,1191,1111.0,16.421974109647632
1302,1878,1985,2n Cycle,Married,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,33,4.0,1.6161077062721738
1303,3099,1970,Graduation,Divorced,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,127,183.0,9.631464370819783
1304,6055,1979,Graduation,Married,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,759,546.0,13.428223026527622
1305,5841,1966,Graduation,Together,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,226,606.0,13.839374770545199
1306,3972,1976,Graduation,Together,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,135,266.0,10.831015141336257
1307,4394,1965,PhD,Married,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,359,1142.0,16.54744531140425
1308,5758,1982,Graduation,Married,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,115,1074.0,16.268572464124766
1309,6658,1972,Graduation,Together,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,423,771.0,14.82513153615442
1310,4603,1960,PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,285,371.0,11.98262277763356
1311,8427,1956,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,984,556.0,13.499130887593488
